rental_id,rental_date,inventory_id,customer_id,return_date,day_id,month_id,year_id
2467,2022-06-18 22:23:52+03:00,1833,382,2022-06-23 16:34:52+03,12,2,1
2468,2022-06-18 22:24:23+03:00,1993,137,2022-06-27 17:39:23+03,12,2,1
2469,2022-06-18 22:28:31+03:00,4319,40,2022-06-25 20:48:31+03,12,2,1
2470,2022-06-18 22:31:00+03:00,3399,183,2022-06-24 20:01:00+03,12,2,1
2471,2022-06-18 22:32:40+03:00,4556,70,2022-06-20 02:40:40+03,12,2,1
2472,2022-06-18 22:42:45+03:00,3876,221,2022-06-19 22:17:45+03,12,2,1
2473,2022-06-18 22:51:34+03:00,3450,151,2022-06-25 03:39:34+03,12,2,1
2474,2022-06-18 22:52:46+03:00,889,336,2022-06-21 21:40:46+03,12,2,1
2475,2022-06-18 22:57:12+03:00,3998,334,2022-06-20 17:42:12+03,12,2,1
2476,2022-06-18 22:58:46+03:00,2510,206,2022-06-22 23:49:46+03,12,2,1
2477,2022-06-18 23:01:21+03:00,2798,241,2022-06-24 02:20:21+03,12,2,1
2478,2022-06-18 23:03:08+03:00,1624,408,2022-06-22 18:49:08+03,12,2,1
2479,2022-06-18 23:04:09+03:00,4078,310,2022-06-22 18:24:09+03,12,2,1
2480,2022-06-18 23:08:30+03:00,800,322,2022-06-23 04:35:30+03,12,2,1
2481,2022-06-18 23:10:44+03:00,452,122,2022-06-19 22:39:44+03,12,2,1
2482,2022-06-18 23:22:23+03:00,4225,88,2022-06-25 03:14:23+03,12,2,1
2483,2022-06-18 23:25:23+03:00,1511,515,2022-06-24 18:03:23+03,12,2,1
2484,2022-06-18 23:26:03+03:00,1562,56,2022-06-22 00:09:03+03,12,2,1
2485,2022-06-18 23:26:56+03:00,268,15,2022-06-23 01:42:56+03,12,2,1
2486,2022-06-18 23:32:54+03:00,3683,374,2022-06-23 23:11:54+03,12,2,1
2487,2022-06-18 23:38:26+03:00,1338,403,2022-06-24 04:08:26+03,12,2,1
2488,2022-06-19 00:00:44+03:00,4012,382,2022-06-22 04:06:44+03,13,2,1
2489,2022-06-19 00:00:50+03:00,1934,402,2022-06-20 01:45:50+03,13,2,1
2490,2022-06-19 00:01:31+03:00,1779,316,2022-06-26 04:46:31+03,13,2,1
2491,2022-06-19 00:04:15+03:00,2858,237,2022-06-23 23:58:15+03,13,2,1
2492,2022-06-19 00:12:09+03:00,4121,269,2022-06-28 01:44:09+03,13,2,1
2493,2022-06-19 00:15:09+03:00,1313,434,2022-06-25 19:23:09+03,13,2,1
2494,2022-06-19 00:15:42+03:00,3826,338,2022-06-22 01:21:42+03,13,2,1
2495,2022-06-19 00:20:11+03:00,646,527,2022-06-20 05:08:11+03,13,2,1
2496,2022-06-19 00:50:40+03:00,2327,171,2022-06-27 00:39:40+03,13,2,1
2497,2022-06-19 00:56:26+03:00,2291,74,2022-06-22 22:02:26+03,13,2,1
2498,2022-06-19 01:01:36+03:00,3172,348,2022-06-20 23:50:36+03,13,2,1
2499,2022-06-19 01:07:12+03:00,4241,12,2022-06-26 19:27:12+03,13,2,1
2500,2022-06-19 01:10:11+03:00,1185,450,2022-06-24 20:40:11+03,13,2,1
2501,2022-06-19 01:12:13+03:00,2622,325,2022-06-20 06:19:13+03,13,2,1
2502,2022-06-19 01:17:19+03:00,2486,176,2022-06-23 05:57:19+03,13,2,1
2503,2022-06-19 01:19:53+03:00,1684,452,2022-06-21 06:43:53+03,13,2,1
2504,2022-06-19 01:28:27+03:00,1670,519,2022-06-26 03:36:27+03,13,2,1
2505,2022-06-19 01:29:53+03:00,2308,82,2022-06-25 20:11:53+03,13,2,1
2506,2022-06-19 01:39:22+03:00,3121,325,2022-06-21 21:23:22+03,13,2,1
2507,2022-06-19 01:43:58+03:00,4322,476,2022-06-20 21:26:58+03,13,2,1
2508,2022-06-19 01:44:08+03:00,4469,213,2022-06-20 03:36:08+03,13,2,1
2509,2022-06-19 01:44:21+03:00,3827,384,2022-06-24 02:31:21+03,13,2,1
2510,2022-06-19 01:45:30+03:00,1824,234,2022-06-24 03:21:30+03,13,2,1
2511,2022-06-19 01:48:47+03:00,4515,27,2022-06-21 06:58:47+03,13,2,1
2512,2022-06-19 01:53:15+03:00,3379,515,2022-06-24 23:16:15+03,13,2,1
2513,2022-06-19 01:56:44+03:00,2559,382,2022-06-23 23:10:44+03,13,2,1
2514,2022-06-19 01:57:31+03:00,3213,188,2022-06-22 07:31:31+03,13,2,1
2515,2022-06-19 02:03:28+03:00,2678,87,2022-06-21 02:30:28+03,13,2,1
2516,2022-06-19 02:11:26+03:00,53,74,2022-06-25 04:19:26+03,13,2,1
2517,2022-06-19 02:16:23+03:00,3503,86,2022-06-25 21:28:23+03,13,2,1
2518,2022-06-19 02:19:21+03:00,1172,128,2022-06-25 03:46:21+03,13,2,1
2519,2022-06-19 02:29:00+03:00,4181,446,2022-06-28 06:36:00+03,13,2,1
2520,2022-06-19 02:41:08+03:00,132,92,2022-06-22 02:40:08+03,13,2,1
2521,2022-06-19 02:43:42+03:00,550,579,2022-06-28 06:26:42+03,13,2,1
2522,2022-06-19 02:45:56+03:00,460,89,2022-06-21 02:54:56+03,13,2,1
2523,2022-06-19 02:48:11+03:00,441,465,2022-06-25 03:46:11+03,13,2,1
2524,2022-06-19 02:48:22+03:00,1307,365,2022-06-24 21:10:22+03,13,2,1
2525,2022-06-19 03:03:07+03:00,3309,500,2022-06-28 08:57:07+03,13,2,1
2526,2022-06-19 03:10:31+03:00,387,463,2022-06-20 07:37:31+03,13,2,1
2527,2022-06-19 03:14:12+03:00,1836,331,2022-06-26 07:08:12+03,13,2,1
2528,2022-06-19 03:18:27+03:00,2306,478,2022-06-24 02:26:27+03,13,2,1
2529,2022-06-19 03:20:00+03:00,4166,31,2022-06-23 06:10:00+03,13,2,1
2530,2022-06-19 03:20:49+03:00,768,368,2022-06-22 03:50:49+03,13,2,1
2531,2022-06-19 03:27:46+03:00,1870,26,2022-06-20 04:15:46+03,13,2,1
2532,2022-06-19 03:34:26+03:00,4564,187,2022-06-22 22:19:26+03,13,2,1
2533,2022-06-19 03:38:39+03:00,2540,517,2022-06-23 02:16:39+03,13,2,1
2534,2022-06-19 03:39:04+03:00,901,130,2022-06-28 03:33:04+03,13,2,1
2535,2022-06-19 03:41:34+03:00,4232,163,2022-06-27 05:11:34+03,13,2,1
2536,2022-06-19 03:52:21+03:00,3499,388,2022-06-26 04:09:21+03,13,2,1
2537,2022-06-19 03:56:59+03:00,1287,472,2022-06-25 02:54:59+03,13,2,1
2538,2022-06-19 03:58:39+03:00,4474,527,2022-06-20 00:17:39+03,13,2,1
2539,2022-06-19 04:04:48+03:00,4305,363,2022-06-21 00:42:48+03,13,2,1
2540,2022-06-19 04:08:10+03:00,129,360,2022-06-24 01:32:10+03,13,2,1
2541,2022-06-19 04:08:39+03:00,1446,67,2022-06-26 22:25:39+03,13,2,1
2542,2022-06-19 04:14:11+03:00,1729,58,2022-06-21 02:40:11+03,13,2,1
2543,2022-06-19 04:16:17+03:00,1465,558,2022-06-22 23:45:17+03,13,2,1
2544,2022-06-19 04:23:36+03:00,3237,413,2022-06-20 05:17:36+03,13,2,1
2545,2022-06-19 04:39:39+03:00,971,272,2022-06-23 05:56:39+03,13,2,1
2546,2022-06-19 04:44:17+03:00,4560,162,2022-06-24 10:01:17+03,13,2,1
2547,2022-06-19 04:45:35+03:00,4292,561,2022-06-22 08:52:35+03,13,2,1
2548,2022-06-19 04:46:39+03:00,3854,495,2022-06-27 00:30:39+03,13,2,1
2549,2022-06-19 04:49:55+03:00,1370,38,2022-06-24 03:37:55+03,13,2,1
2550,2022-06-19 04:51:04+03:00,2007,444,2022-06-28 07:02:04+03,13,2,1
2551,2022-06-19 05:01:29+03:00,664,389,2022-06-28 06:13:29+03,13,2,1
2552,2022-06-19 05:04:59+03:00,923,473,2022-06-26 04:36:59+03,13,2,1
2553,2022-06-19 05:05:38+03:00,3916,322,2022-06-26 01:03:38+03,13,2,1
2554,2022-06-19 05:07:02+03:00,260,191,2022-06-25 07:25:02+03,13,2,1
2555,2022-06-19 05:07:32+03:00,125,377,2022-06-24 01:09:32+03,13,2,1
2556,2022-06-19 05:08:51+03:00,4546,257,2022-06-20 09:59:51+03,13,2,1
2557,2022-06-19 05:09:16+03:00,2920,361,2022-06-24 07:29:16+03,13,2,1
2558,2022-06-19 05:09:46+03:00,4433,414,2022-06-28 09:49:46+03,13,2,1
2559,2022-06-19 05:12:42+03:00,3340,309,2022-06-28 04:28:42+03,13,2,1
2560,2022-06-19 05:14:52+03:00,4128,256,2022-06-21 04:42:52+03,13,2,1
2561,2022-06-19 05:15:05+03:00,51,265,2022-06-21 10:26:05+03,13,2,1
2562,2022-06-19 05:24:17+03:00,1935,41,2022-06-23 06:08:17+03,13,2,1
2563,2022-06-19 05:41:10+03:00,4008,408,2022-06-24 05:10:10+03,13,2,1
2564,2022-06-19 05:44:03+03:00,2347,128,2022-06-24 03:26:03+03,13,2,1
2565,2022-06-19 05:45:39+03:00,495,486,2022-06-25 10:43:39+03,13,2,1
2566,2022-06-19 06:04:46+03:00,216,496,2022-06-20 01:39:46+03,13,2,1
2567,2022-06-19 06:09:03+03:00,3032,190,2022-06-25 01:24:03+03,13,2,1
2568,2022-06-19 06:19:04+03:00,30,213,2022-06-26 06:31:04+03,13,2,1
2569,2022-06-19 06:20:13+03:00,1105,5,2022-06-25 09:00:13+03,13,2,1
2570,2022-06-19 06:20:14+03:00,1800,66,2022-06-21 09:28:14+03,13,2,1
2571,2022-06-19 06:21:26+03:00,2449,159,2022-06-23 11:22:26+03,13,2,1
2572,2022-06-19 06:23:18+03:00,3354,563,2022-06-23 08:04:18+03,13,2,1
2573,2022-06-19 06:23:52+03:00,3320,143,2022-06-20 07:24:52+03,13,2,1
2574,2022-06-19 06:32:52+03:00,354,336,2022-06-24 11:37:52+03,13,2,1
2575,2022-06-19 06:34:15+03:00,2928,559,2022-06-28 12:02:15+03,13,2,1
2576,2022-06-19 06:36:03+03:00,447,66,2022-06-28 02:38:03+03,13,2,1
2577,2022-06-19 06:40:06+03:00,1695,267,2022-06-26 11:37:06+03,13,2,1
2578,2022-06-19 06:40:44+03:00,3836,493,2022-06-22 11:22:44+03,13,2,1
2579,2022-06-19 06:44:30+03:00,2527,219,2022-06-23 06:15:30+03,13,2,1
2580,2022-06-19 06:54:13+03:00,376,456,2022-06-24 01:28:13+03,13,2,1
2581,2022-06-19 06:56:27+03:00,201,267,2022-06-26 10:56:27+03,13,2,1
2582,2022-06-19 07:01:40+03:00,3999,523,2022-06-28 02:04:40+03,13,2,1
2583,2022-06-19 07:02:36+03:00,3733,90,2022-06-28 06:52:36+03,13,2,1
2584,2022-06-19 07:05:03+03:00,91,406,2022-06-20 11:28:03+03,13,2,1
2585,2022-06-19 07:05:11+03:00,4104,537,2022-06-27 02:23:11+03,13,2,1
2586,2022-06-19 07:06:14+03:00,2188,331,2022-06-24 12:50:14+03,13,2,1
2587,2022-06-19 07:20:31+03:00,3626,143,2022-06-22 06:20:31+03,13,2,1
2588,2022-06-19 07:21:27+03:00,225,164,2022-06-21 11:55:27+03,13,2,1
2589,2022-06-19 07:31:40+03:00,3572,324,2022-06-20 09:58:40+03,13,2,1
2590,2022-06-19 07:32:22+03:00,4481,438,2022-06-26 01:42:22+03,13,2,1
2591,2022-06-19 07:36:54+03:00,282,208,2022-06-21 10:44:54+03,13,2,1
2592,2022-06-19 07:40:11+03:00,2031,556,2022-06-28 10:11:11+03,13,2,1
2593,2022-06-19 07:43:43+03:00,829,123,2022-06-25 05:41:43+03,13,2,1
2594,2022-06-19 07:43:55+03:00,3197,122,2022-06-25 12:20:55+03,13,2,1
2595,2022-06-19 07:48:26+03:00,2229,80,2022-06-24 12:16:26+03,13,2,1
2596,2022-06-19 07:53:46+03:00,2278,407,2022-06-20 07:14:46+03,13,2,1
2597,2022-06-19 07:59:57+03:00,2079,265,2022-06-24 13:44:57+03,13,2,1
2598,2022-06-19 08:06:07+03:00,461,171,2022-06-27 03:10:07+03,13,2,1
2599,2022-06-19 08:07:25+03:00,469,423,2022-06-28 05:37:25+03,13,2,1
2600,2022-06-19 08:09:44+03:00,2898,98,2022-06-20 10:03:44+03,13,2,1
2601,2022-06-19 08:10:08+03:00,4124,173,2022-06-24 02:39:08+03,13,2,1
2602,2022-06-19 08:21:25+03:00,587,222,2022-06-26 05:19:25+03,13,2,1
2603,2022-06-19 08:30:10+03:00,2889,28,2022-06-25 13:16:10+03,13,2,1
2604,2022-06-19 08:48:01+03:00,2342,38,2022-06-25 09:00:01+03,13,2,1
2605,2022-06-19 08:51:32+03:00,4133,364,2022-06-21 05:15:32+03,13,2,1
2606,2022-06-19 08:55:01+03:00,3922,340,2022-06-25 05:21:01+03,13,2,1
2607,2022-06-19 09:10:36+03:00,1618,132,2022-06-24 15:09:36+03,13,2,1
2608,2022-06-19 09:13:12+03:00,2254,383,2022-06-28 14:30:12+03,13,2,1
2609,2022-06-19 09:16:20+03:00,3845,542,2022-06-25 11:39:20+03,13,2,1
2610,2022-06-19 09:18:17+03:00,3682,301,2022-06-21 12:19:17+03,13,2,1
2611,2022-06-19 09:19:41+03:00,1691,287,2022-06-25 13:10:41+03,13,2,1
2612,2022-06-19 09:25:50+03:00,3830,179,2022-06-21 05:04:50+03,13,2,1
2613,2022-06-19 09:28:11+03:00,4147,145,2022-06-22 14:33:11+03,13,2,1
2614,2022-06-19 09:29:13+03:00,3810,578,2022-06-27 14:50:13+03,13,2,1
2615,2022-06-19 09:33:00+03:00,581,478,2022-06-28 05:05:00+03,13,2,1
2616,2022-06-19 09:48:31+03:00,204,313,2022-06-27 13:56:31+03,13,2,1
2617,2022-06-19 10:03:01+03:00,2465,310,2022-06-24 05:23:01+03,13,2,1
2618,2022-06-19 10:03:12+03:00,1848,350,2022-06-21 07:02:12+03,13,2,1
2619,2022-06-19 10:06:29+03:00,3183,94,2022-06-24 13:42:29+03,13,2,1
2620,2022-06-19 10:07:31+03:00,1746,439,2022-06-28 07:36:31+03,13,2,1
2621,2022-06-19 10:10:41+03:00,1393,573,2022-06-28 12:44:41+03,13,2,1
2622,2022-06-19 10:11:51+03:00,4477,12,2022-06-26 14:28:51+03,13,2,1
2623,2022-06-19 10:22:09+03:00,3071,32,2022-06-27 13:13:09+03,13,2,1
2624,2022-06-19 10:23:11+03:00,3946,25,2022-06-26 11:52:11+03,13,2,1
2625,2022-06-19 10:28:44+03:00,2816,450,2022-06-24 05:58:44+03,13,2,1
2626,2022-06-19 10:32:00+03:00,2779,592,2022-06-24 06:31:00+03,13,2,1
2627,2022-06-19 10:34:53+03:00,3917,3,2022-06-28 06:19:53+03,13,2,1
2628,2022-06-19 10:42:12+03:00,1810,458,2022-06-28 05:38:12+03,13,2,1
2629,2022-06-19 10:47:21+03:00,3904,236,2022-06-25 11:31:21+03,13,2,1
2630,2022-06-19 10:49:53+03:00,3471,39,2022-06-26 05:25:53+03,13,2,1
2631,2022-06-19 10:51:47+03:00,2274,574,2022-06-23 09:13:47+03,13,2,1
2632,2022-06-19 10:53:10+03:00,3462,68,2022-06-20 09:56:10+03,13,2,1
2633,2022-06-19 10:55:17+03:00,3687,318,2022-06-20 13:44:17+03,13,2,1
2634,2022-06-19 11:08:45+03:00,3332,105,2022-06-26 11:20:45+03,13,2,1
2635,2022-06-19 11:13:06+03:00,2102,253,2022-06-25 09:47:06+03,13,2,1
2636,2022-06-19 11:20:56+03:00,2736,327,2022-06-27 12:09:56+03,13,2,1
2637,2022-06-19 11:23:30+03:00,2944,295,2022-06-26 16:56:30+03,13,2,1
2638,2022-06-19 11:24:02+03:00,3971,116,2022-06-21 16:16:02+03,13,2,1
2639,2022-06-19 11:26:13+03:00,721,540,2022-06-20 16:38:13+03,13,2,1
2640,2022-06-19 11:38:33+03:00,231,374,2022-06-22 11:55:33+03,13,2,1
2641,2022-06-19 11:39:01+03:00,2065,4,2022-06-25 10:33:01+03,13,2,1
2642,2022-06-19 11:39:27+03:00,1928,318,2022-06-26 12:27:27+03,13,2,1
2643,2022-06-19 11:42:30+03:00,1923,309,2022-06-27 09:23:30+03,13,2,1
2644,2022-06-19 11:50:35+03:00,2284,181,2022-06-28 08:47:35+03,13,2,1
2645,2022-06-19 11:56:01+03:00,3511,275,2022-06-21 06:15:01+03,13,2,1
2646,2022-06-19 11:57:56+03:00,1954,54,2022-06-22 17:55:56+03,13,2,1
2647,2022-06-19 12:06:20+03:00,1620,31,2022-06-21 06:30:20+03,13,2,1
2648,2022-06-19 12:20:09+03:00,98,153,2022-06-21 12:05:09+03,13,2,1
2649,2022-06-19 12:21:45+03:00,4211,209,2022-06-21 10:01:45+03,13,2,1
2650,2022-06-19 12:22:56+03:00,2181,576,2022-06-27 15:37:56+03,13,2,1
2651,2022-06-19 12:35:26+03:00,3108,589,2022-06-28 10:03:26+03,13,2,1
2652,2022-06-19 12:36:53+03:00,3528,340,2022-06-26 17:15:53+03,13,2,1
2653,2022-06-19 12:37:54+03:00,3697,405,2022-06-27 13:44:54+03,13,2,1
2654,2022-06-19 12:38:42+03:00,1649,29,2022-06-23 16:20:42+03,13,2,1
2655,2022-06-19 12:42:33+03:00,559,280,2022-06-24 10:31:33+03,13,2,1
2656,2022-06-19 12:42:59+03:00,3595,19,2022-06-28 14:37:59+03,13,2,1
2657,2022-06-19 12:43:42+03:00,3281,156,2022-06-24 18:23:42+03,13,2,1
2658,2022-06-19 12:47:42+03:00,66,139,2022-06-23 16:03:42+03,13,2,1
2659,2022-06-19 12:50:02+03:00,4341,221,2022-06-28 14:49:02+03,13,2,1
2660,2022-06-19 12:50:52+03:00,3652,452,2022-06-25 10:44:52+03,13,2,1
2661,2022-06-19 12:53:42+03:00,3936,68,2022-06-20 13:41:42+03,13,2,1
2662,2022-06-19 12:54:00+03:00,1012,583,2022-06-20 18:48:00+03,13,2,1
2663,2022-06-19 13:11:23+03:00,3496,299,2022-06-28 10:30:23+03,13,2,1
2664,2022-06-19 13:12:35+03:00,4531,133,2022-06-26 13:55:35+03,13,2,1
2665,2022-06-19 13:17:12+03:00,1872,454,2022-06-28 14:47:12+03,13,2,1
2666,2022-06-19 13:28:46+03:00,1028,200,2022-06-27 13:48:46+03,13,2,1
2667,2022-06-19 13:28:47+03:00,3127,568,2022-06-24 12:12:47+03,13,2,1
2668,2022-06-19 13:28:52+03:00,2734,523,2022-06-20 18:43:52+03,13,2,1
2669,2022-06-19 13:30:16+03:00,3518,457,2022-06-21 19:25:16+03,13,2,1
2670,2022-06-19 13:33:11+03:00,2164,451,2022-06-26 16:30:11+03,13,2,1
2671,2022-06-19 13:42:04+03:00,1164,420,2022-06-25 11:14:04+03,13,2,1
2672,2022-06-19 13:42:20+03:00,2487,29,2022-06-23 09:16:20+03,13,2,1
2673,2022-06-19 13:47:59+03:00,3744,585,2022-06-20 10:09:59+03,13,2,1
2674,2022-06-19 13:52:15+03:00,3078,230,2022-06-23 18:45:15+03,13,2,1
2675,2022-06-19 13:54:57+03:00,3938,477,2022-06-24 17:34:57+03,13,2,1
2676,2022-06-19 14:01:59+03:00,4384,428,2022-06-21 08:15:59+03,13,2,1
2677,2022-06-19 14:12:23+03:00,4230,258,2022-06-21 18:28:23+03,13,2,1
2678,2022-06-19 14:12:30+03:00,1994,109,2022-06-27 10:27:30+03,13,2,1
2679,2022-06-19 14:13:37+03:00,865,114,2022-06-27 17:15:37+03,13,2,1
2680,2022-06-19 14:15:27+03:00,2704,196,2022-06-21 18:48:27+03,13,2,1
2681,2022-06-19 14:18:17+03:00,3609,538,2022-06-28 16:09:17+03,13,2,1
2682,2022-06-19 14:27:19+03:00,2860,241,2022-06-21 18:26:19+03,13,2,1
2683,2022-06-19 14:29:08+03:00,1225,17,2022-06-28 10:50:08+03,13,2,1
2684,2022-06-19 14:35:21+03:00,1170,283,2022-06-22 18:58:21+03,13,2,1
2685,2022-06-19 14:44:20+03:00,2686,68,2022-06-20 18:00:20+03,13,2,1
2686,2022-06-19 14:46:52+03:00,3152,254,2022-06-23 08:58:52+03,13,2,1
2687,2022-06-19 14:50:56+03:00,4281,309,2022-06-28 19:58:56+03,13,2,1
2688,2022-06-19 14:58:53+03:00,2478,567,2022-06-24 19:35:53+03,13,2,1
2689,2022-06-19 15:00:02+03:00,1381,391,2022-06-27 16:29:02+03,13,2,1
2690,2022-06-19 15:06:50+03:00,3469,242,2022-06-26 17:56:50+03,13,2,1
2691,2022-06-19 15:08:19+03:00,3162,388,2022-06-21 18:45:19+03,13,2,1
2692,2022-06-19 15:11:47+03:00,2570,107,2022-06-27 13:17:47+03,13,2,1
2693,2022-06-19 15:17:21+03:00,380,368,2022-06-24 17:09:21+03,13,2,1
2694,2022-06-19 15:25:53+03:00,190,208,2022-06-24 19:12:53+03,13,2,1
2695,2022-06-19 15:28:42+03:00,2110,597,2022-06-28 16:06:42+03,13,2,1
2696,2022-06-19 15:29:08+03:00,2271,448,2022-06-23 15:21:08+03,13,2,1
2697,2022-06-19 15:29:11+03:00,3900,420,2022-06-20 09:31:11+03,13,2,1
2698,2022-06-19 15:29:28+03:00,72,267,2022-06-24 13:15:28+03,13,2,1
2699,2022-06-19 15:31:52+03:00,928,180,2022-06-27 21:30:52+03,13,2,1
2700,2022-06-19 15:33:06+03:00,1623,29,2022-06-28 17:11:06+03,13,2,1
2701,2022-06-19 15:35:56+03:00,1736,329,2022-06-20 16:07:56+03,13,2,1
2702,2022-06-19 15:36:06+03:00,4080,319,2022-06-28 10:26:06+03,13,2,1
2703,2022-06-19 15:50:10+03:00,2026,246,2022-06-26 20:25:10+03,13,2,1
2704,2022-06-19 15:54:30+03:00,1191,562,2022-06-20 14:31:30+03,13,2,1
2705,2022-06-19 15:56:51+03:00,373,559,2022-06-21 19:23:51+03,13,2,1
2706,2022-06-19 15:57:08+03:00,4486,589,2022-06-27 13:09:08+03,13,2,1
2707,2022-06-19 15:59:05+03:00,2659,541,2022-06-24 12:02:05+03,13,2,1
2708,2022-06-19 16:00:26+03:00,2877,7,2022-06-23 16:56:26+03,13,2,1
2709,2022-06-19 16:03:56+03:00,2965,446,2022-06-21 18:15:56+03,13,2,1
2710,2022-06-19 16:12:22+03:00,3944,313,2022-06-21 11:29:22+03,13,2,1
2711,2022-06-19 16:20:13+03:00,3132,411,2022-06-22 21:08:13+03,13,2,1
2712,2022-06-19 16:23:09+03:00,3979,378,2022-06-20 19:55:09+03,13,2,1
2713,2022-06-19 16:26:09+03:00,2853,81,2022-06-23 19:24:09+03,13,2,1
2714,2022-06-19 16:29:35+03:00,2082,404,2022-06-26 10:44:35+03,13,2,1
2715,2022-06-19 16:40:17+03:00,944,252,2022-06-27 19:45:17+03,13,2,1
2716,2022-06-19 16:46:10+03:00,140,200,2022-06-22 22:17:10+03,13,2,1
2717,2022-06-19 16:49:42+03:00,4443,139,2022-06-26 21:37:42+03,13,2,1
2718,2022-06-19 16:50:19+03:00,1200,336,2022-06-20 16:33:19+03,13,2,1
2719,2022-06-19 16:51:55+03:00,3597,504,2022-06-27 15:06:55+03,13,2,1
2720,2022-06-19 16:53:24+03:00,3786,358,2022-06-21 20:22:24+03,13,2,1
2721,2022-06-19 16:55:17+03:00,952,45,2022-06-25 15:11:17+03,13,2,1
2722,2022-06-19 16:55:23+03:00,4317,277,2022-06-20 16:28:23+03,13,2,1
2723,2022-06-19 16:57:54+03:00,3879,103,2022-06-22 18:31:54+03,13,2,1
2724,2022-06-19 17:01:23+03:00,63,246,2022-06-22 11:08:23+03,13,2,1
2725,2022-06-19 17:02:20+03:00,2970,420,2022-06-21 17:38:20+03,13,2,1
2726,2022-06-19 17:02:39+03:00,3261,129,2022-06-28 19:49:39+03,13,2,1
2727,2022-06-19 17:04:04+03:00,775,408,2022-06-22 14:22:04+03,13,2,1
2728,2022-06-19 17:06:15+03:00,4449,510,2022-06-27 19:58:15+03,13,2,1
2729,2022-06-19 17:10:09+03:00,1264,30,2022-06-28 15:05:09+03,13,2,1
2730,2022-06-19 17:14:55+03:00,4218,138,2022-06-27 16:30:55+03,13,2,1
2731,2022-06-19 17:19:39+03:00,610,386,2022-06-25 21:39:39+03,13,2,1
2732,2022-06-19 17:21:53+03:00,1535,188,2022-06-23 13:58:53+03,13,2,1
2733,2022-06-19 17:36:27+03:00,794,204,2022-06-20 15:44:27+03,13,2,1
2734,2022-06-19 17:42:07+03:00,4550,29,2022-06-22 19:28:07+03,13,2,1
2735,2022-06-19 17:43:20+03:00,4510,359,2022-06-21 15:03:20+03,13,2,1
2736,2022-06-19 17:48:33+03:00,3131,513,2022-06-26 20:44:33+03,13,2,1
2737,2022-06-19 17:56:30+03:00,350,75,2022-06-20 18:14:30+03,13,2,1
2738,2022-06-19 17:58:38+03:00,213,212,2022-06-27 17:01:38+03,13,2,1
2739,2022-06-19 17:59:04+03:00,1534,92,2022-06-28 14:18:04+03,13,2,1
2740,2022-06-19 18:05:41+03:00,1662,36,2022-06-20 22:48:41+03,13,2,1
2741,2022-06-19 18:05:47+03:00,4154,187,2022-06-26 23:34:47+03,13,2,1
2742,2022-06-19 18:15:56+03:00,2611,35,2022-06-23 14:30:56+03,13,2,1
2743,2022-06-19 18:20:40+03:00,4511,368,2022-06-22 13:44:40+03,13,2,1
2744,2022-06-19 18:21:19+03:00,1253,26,2022-06-22 00:07:19+03,13,2,1
2745,2022-06-19 18:21:40+03:00,933,562,2022-06-28 13:56:40+03,13,2,1
2746,2022-06-19 18:22:07+03:00,1374,422,2022-06-24 21:28:07+03,13,2,1
2747,2022-06-19 18:22:26+03:00,511,473,2022-06-21 23:55:26+03,13,2,1
2748,2022-06-19 18:27:35+03:00,1540,358,2022-06-25 23:06:35+03,13,2,1
2749,2022-06-19 18:37:24+03:00,3775,197,2022-06-20 15:55:24+03,13,2,1
2750,2022-06-19 18:39:23+03:00,1291,148,2022-06-25 15:57:23+03,13,2,1
2751,2022-06-19 18:44:18+03:00,386,149,2022-06-22 14:40:18+03,13,2,1
2752,2022-06-19 18:44:35+03:00,2408,23,2022-06-24 15:45:35+03,13,2,1
2753,2022-06-19 18:55:59+03:00,1761,267,2022-06-26 20:11:59+03,13,2,1
2754,2022-06-19 18:56:31+03:00,946,506,2022-06-27 14:02:31+03,13,2,1
2755,2022-06-19 18:57:42+03:00,3264,144,2022-06-26 17:30:42+03,13,2,1
2756,2022-06-19 19:01:14+03:00,3814,243,2022-06-28 13:38:14+03,13,2,1
2757,2022-06-19 19:04:35+03:00,3558,423,2022-06-26 16:45:35+03,13,2,1
2758,2022-06-19 19:10:24+03:00,687,351,2022-06-24 23:56:24+03,13,2,1
2759,2022-06-19 19:16:33+03:00,2602,192,2022-06-26 16:58:33+03,13,2,1
2760,2022-06-19 19:22:17+03:00,2134,431,2022-06-20 22:20:17+03,13,2,1
2761,2022-06-19 19:22:31+03:00,3431,457,2022-06-26 00:43:31+03,13,2,1
2762,2022-06-19 19:23:34+03:00,3096,276,2022-06-21 23:37:34+03,13,2,1
2763,2022-06-19 19:27:25+03:00,1718,479,2022-06-28 19:18:25+03,13,2,1
2764,2022-06-19 19:34:39+03:00,1017,478,2022-06-28 01:26:39+03,13,2,1
2765,2022-06-19 19:45:15+03:00,3421,345,2022-06-23 22:11:15+03,13,2,1
2766,2022-06-19 19:46:35+03:00,4052,596,2022-06-25 00:42:35+03,13,2,1
2767,2022-06-19 19:46:52+03:00,3018,129,2022-06-25 23:49:52+03,13,2,1
2768,2022-06-19 19:52:14+03:00,1222,354,2022-06-26 22:30:14+03,13,2,1
2769,2022-06-19 19:54:22+03:00,3042,533,2022-06-27 01:09:22+03,13,2,1
2770,2022-06-19 19:54:48+03:00,40,262,2022-06-27 19:14:48+03,13,2,1
